frame,fss_sent_centric,sent_id,sentence,word
event,0.0842719809789,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
part_whole,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
removing,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
gesture,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
connecting_architecture,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
quantity,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
part_inner_outer,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
experiencer_obj,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
gizmo,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
buildings,0.0,FNC-2769,Fresh water from tropical storms feeds 120 rivers and some of the most celebrated waterfalls and cascades on earth .,storms
birth,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
feeling,0.207822346299,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
opinion,0.229284337414,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
building,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
categorization,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
cause_to_start,0.0828683336976,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
assessing,0.253695178073,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
containing,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
people,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
encoding,0.0828683336976,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
have_as_requirement,0.416583590658,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
expressing_publicly,0.153308543387,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
cause_motion,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
required_event,0.0828683336976,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
regard,0.0977788825687,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
cogitation,0.180647216266,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
state_of_entity,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
request,0.0828683336976,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
coming_up_with,0.0,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
expectation,0.680978446594,FNC-1102,"They are equally direct in their dealings with visitors , too , so do n't expect a shy Jamaican smile as you walk by .",expect
compatibility,0.0789385387763,FNC-0579,The island communities were undecided about which side to back for a time .,communities
aggregate,0.582581165576,FNC-0579,The island communities were undecided about which side to back for a time .,communities
public_services,0.182434122659,FNC-0579,The island communities were undecided about which side to back for a time .,communities
locale_by_ownership,0.0,FNC-0579,The island communities were undecided about which side to back for a time .,communities
assistance,0.0740924171228,FNC-0579,The island communities were undecided about which side to back for a time .,communities
buildings,0.0,FNC-0579,The island communities were undecided about which side to back for a time .,communities
locale_by_use,0.234984711765,FNC-0579,The island communities were undecided about which side to back for a time .,communities
gizmo,0.214654373527,FNC-2893,"Turn off Nathan and walk down Kansu Street to find the Jade Market ( open 10 am - 3 pm ; see page 80 ) , with more than 100 stalls spread out in a large tent , just before you reach the overpass .",tent
buildings,0.659155090064,FNC-2893,"Turn off Nathan and walk down Kansu Street to find the Jade Market ( open 10 am - 3 pm ; see page 80 ) , with more than 100 stalls spread out in a large tent , just before you reach the overpass .",tent
locale_by_use,0.182821988672,FNC-2893,"Turn off Nathan and walk down Kansu Street to find the Jade Market ( open 10 am - 3 pm ; see page 80 ) , with more than 100 stalls spread out in a large tent , just before you reach the overpass .",tent
feeling,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
create_physical_artwork,0.017309231869,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
communication,0.00590096297939,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
desiring,0.678218325558,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
people,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
evidence,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
placing,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
aiming,0.724817831799,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
successfully_communicate_message,0.0923852021481,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
being_employed,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
cause_motion,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
fields,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
cogitation,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
gizmo,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
purpose,0.276554948611,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
causation,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
reporting,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
locale_by_use,0.0,FNC-0102,QN : Do Puerto Rico lawmakers aim to override the governor 's veto ?,aim
building,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
communication,0.270742097174,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
cause_to_start,0.00521482800051,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
people,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
timespan,0.0242524174845,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
contacting,0.118868865581,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
occupy_rank,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
quantity,0.0242524174845,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
text_creation,0.177863451847,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
travel,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
gizmo,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
coming_up_with,0.0242524174845,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
differentiation,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
ingredients,0.0,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
becoming_aware,0.728553714383,FNC-1837,"Your Georgia O'Keeffe membership , please note , includes free admission to all art-related activities of the IMA's Young Friends of Art group .",note
capability,0.994849189863,FNC-0428,"Tehran continues to seek considerable production technology , training , expertise , equipment and chemicals from entities in Russia and China that could be used to help Iran reach its goal [ of ] an indigenous nerve agent production capability .",capability
differentiation,0.00515081013744,FNC-0428,"Tehran continues to seek considerable production technology , training , expertise , equipment and chemicals from entities in Russia and China that could be used to help Iran reach its goal [ of ] an indigenous nerve agent production capability .",capability
attempt,0.739976597911,FNC-0982,"I personally always thought it was a risk to pin the image of Microsoft on just one man -- at AOL , for example , there was a conscious effort to develop other `` characters , '' for lack of a better word .",effort
commitment,0.468956525974,FNC-0982,"I personally always thought it was a risk to pin the image of Microsoft on just one man -- at AOL , for example , there was a conscious effort to develop other `` characters , '' for lack of a better word .",effort
removing,0.0,FNC-0982,"I personally always thought it was a risk to pin the image of Microsoft on just one man -- at AOL , for example , there was a conscious effort to develop other `` characters , '' for lack of a better word .",effort
being_employed,0.0813708615105,FNC-0982,"I personally always thought it was a risk to pin the image of Microsoft on just one man -- at AOL , for example , there was a conscious effort to develop other `` characters , '' for lack of a better word .",effort
explaining_the_facts,0.586216977477,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
communication,0.0923790820908,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
importance,0.248305713057,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
means,0.176777559582,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
cause_change,0.0742665096917,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
people,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
reason,0.30690237543,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
expertise,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
individual_history,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
information,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
out_of_existence,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
text_creation,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
history,0.0409503762637,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
differentiation,0.0730393694848,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
reporting,0.0,FNC-0031,"This waterway accounts for much of the local charm and excitement , as the daily drama of the ferryboats , junks , sampans , freighters - and even small tankers and big gunboats - unfolds right in the center of town .",accounts
pattern,0.726147416764,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
cause_change,0.00503183286742,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
arranging,0.248960939478,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
event,0.0,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
manufacturing,0.0550770828356,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
inchoative_change_of_temperature,0.0,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
electricity,0.0,FNC-1196,Two natural rock formations are always pointed out on excursions .,formations
terms_of_agreement,0.102178641951,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
communication,0.0,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
cause_change,0.0774636280515,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
people,0.0,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
supply,0.831791187842,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
commitment,0.0816623735646,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
quantity,0.0,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
text_creation,0.0,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
assistance,0.467174611623,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
causation,0.0,FNC-2304,Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .,provides
building,0.00545202089701,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
communication,0.0853565857717,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
cause_to_start,0.0,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
people,0.0293575799933,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
placing,0.0,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
people_by_morality,0.268042754194,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
rite,0.726171056974,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
gesture,0.168712604326,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
text_creation,0.0,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
coming_up_with,0.0,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
causation,0.168712604326,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
behind_the_scenes,0.0,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
judgment_communication,0.0853565857717,FNC-0308,"In the Bible , Genesis 14:18 - 20 records that Abraham visited the city of `` Salem '' in approximately 1800 b.c. and was blessed by the city 's ruler , Melchzedik , who offered him bread and wine .",blessed
people,0.0216538863754,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
timespan,0.0,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
change_position_on_a_scale,0.0296444023013,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
undergo_change,0.0841704033104,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
travel,0.18399966818,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
departing,0.894486664406,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
behind_the_scenes,0.0,FNC-3025,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished
supply,0.00583765057411,FNC-1311,"You can take a ferryboat through the harbor , past the ingenious Plover Cove reservoir , a water catchment area appropriated by damming and draining a broad inlet from the sea .",harbor
buildings,0.405138635136,FNC-1311,"You can take a ferryboat through the harbor , past the ingenious Plover Cove reservoir , a water catchment area appropriated by damming and draining a broad inlet from the sea .",harbor
locale_by_use,0.650818746348,FNC-1311,"You can take a ferryboat through the harbor , past the ingenious Plover Cove reservoir , a water catchment area appropriated by damming and draining a broad inlet from the sea .",harbor
people,0.0,FNC-1274,"The park 's 10.5 hectares ( 25 acres ) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants , and an aviary of exotic birds .",greenhouse
event,0.00494041368728,FNC-1274,"The park 's 10.5 hectares ( 25 acres ) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants , and an aviary of exotic birds .",greenhouse
buildings,0.995059586313,FNC-1274,"The park 's 10.5 hectares ( 25 acres ) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants , and an aviary of exotic birds .",greenhouse
building_subparts,0.211334929155,FNC-1274,"The park 's 10.5 hectares ( 25 acres ) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants , and an aviary of exotic birds .",greenhouse
aggregate,0.0629334084252,FNC-0728,The temple is always crowded with worshippers .,crowded
people,0.0932894301859,FNC-0728,The temple is always crowded with worshippers .,crowded
filling,0.339327731425,FNC-0728,The temple is always crowded with worshippers .,crowded
assemble,0.366242922798,FNC-0728,The temple is always crowded with worshippers .,crowded
employing,0.0,FNC-0728,The temple is always crowded with worshippers .,crowded
cause_motion,0.0,FNC-0728,The temple is always crowded with worshippers .,crowded
travel,0.0,FNC-0728,The temple is always crowded with worshippers .,crowded
come_together,0.214124243972,FNC-0728,The temple is always crowded with worshippers .,crowded
abounding_with,0.521467146658,FNC-0728,The temple is always crowded with worshippers .,crowded
aggregate,0.408294848109,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
communication,0.00515561194157,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
locative_relation,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
cause_change,0.0765659330128,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
supply,0.329251309172,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
attack,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
filling,0.0422182727971,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
placing,0.126321861802,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
undergo_change,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
travel,0.127112130657,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
adorning,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
gizmo,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
measure_volume,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
buildings,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
locale_by_use,0.0,FNC-1908,"There are many package tours to Guangzhou from Hong Kong ( see page 113 ) , and this may be the easiest way to visit the city .",package
opinion,0.0307093701315,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
communication,0.00543464720248,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
categorization,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
assessing,0.104650998296,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
people,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
rewards_and_punishments,0.935079173101,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
event,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
education_teaching,0.025274722929,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
gesture,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
occupy_rank,0.0594861796963,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
regard,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
cogitation,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
buildings,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
judgment,0.0594861796963,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
reporting,0.0,FNC-2508,Fourth : Reward and Punishment ( T.C : Koranic verse ),Reward
part_ordered_segments,0.0,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
aggregate,0.0,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
people,0.00525169226896,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
kinship,0.389266863039,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
forming_relationships,0.873311192069,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
occupy_rank,0.0,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
permitting,0.0,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
behind_the_scenes,0.0,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
attaching,0.114099880423,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
custom,0.313074857412,FNC-1689,"Politically , the 1990s have been relatively quite times for the islands , although the divorce of Greek prime minister Andreas Papandreou and his subsequent marriage to a much younger woman caused consternation within conservative Greek society .",marriage
progress,0.0912606801504,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
part_ordered_segments,0.00500977671748,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
containing,0.0,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
cause_change,0.333789259885,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
type,0.0548356621785,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
timespan,0.0,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
rejuvenation,0.853903657671,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
religious_belief,0.138892880227,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
change_position_on_a_scale,0.0,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
undergo_change,0.166350710568,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
cogitation,0.0,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
buildings,0.0,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
behind_the_scenes,0.0,FNC-2503,"Traditional Irish music is also alive and well , especially in the pubs , and there has been a revival of storytelling , poetry reading , and traditional dancing .",revival
leadership,0.151538479282,FNC-0852,"The Wan Chai waterfront is dominated by the Hong Kong Convention and Exhibition Centre , the largest in Asia , which includes hotels , theaters , and exhibition halls .",dominated
cause_change,0.0,FNC-0852,"The Wan Chai waterfront is dominated by the Hong Kong Convention and Exhibition Centre , the largest in Asia , which includes hotels , theaters , and exhibition halls .",dominated
people,0.00505126686668,FNC-0852,"The Wan Chai waterfront is dominated by the Hong Kong Convention and Exhibition Centre , the largest in Asia , which includes hotels , theaters , and exhibition halls .",dominated
